Keyword,Page URL,LOCKED,Status,Action,Clicks,Position,Match Score,AI Score,Is Winner,Source
masculine interior design styles,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/old-money-style-interiors-classic-design-trends,,PENDING,KEEP,299,6.4,50%,68.6,YES,
masculine interior design styles,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/understanding-art-in-interior-design,,PENDING,LINK,34,10,50%,45.2,NO,
masculine interior design styles,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/kitchen-wall-art-expert-interior-design-tips-trends-2026,,PENDING,LINK,15,5.9,50%,43.6,NO,
masculine interior design styles,https://aboutwallart.com/products/japandi-interior-design-set-of-3-wall-art-prints,,PENDING,LINK,7,6.5,50%,40.6,NO,
masculine interior design styles,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/how-to-use-color-psychology-in-interior-design,,PENDING,LINK,14,13,50%,36.2,NO,
relax soak unwind wall art,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/5-calming-wall-art-ideas-to-create-a-relaxing-bedroom-decor,,PENDING,KEEP,22,9.5,60%,47.1,YES,
relax soak unwind wall art,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/luxurious-retreats-creating-opulent-and-relaxing-spaces-at-home,,PENDING,LINK,6,9.3,60%,42.5,NO,
old money living room ideas,https://aboutwallart.com/products/london-wall-pictures-for-living-room-ideas-set-of-3-wall-art-prints,,PENDING,KEEP,8,7.6,60%,44.8,YES,
old money living room ideas,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/10-creative-ideas-for-decorating-your-living-room-wall,,PENDING,LINK,8,9.1,60%,43.4,NO,
old money living room ideas,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/wall-art-for-living-room-inspiring-ideas-tips,,PENDING,LINK,5,8.5,60%,43,NO,
old money living room ideas,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/farmhouse-living-room-ideas-for-cosy-rustic-style,,PENDING,LINK,8,10.5,60%,41.9,NO,
old money living room ideas,https://aboutwallart.com/pages/masculine-living-room-ideas,,PENDING,LINK,6,11.9,60%,39.9,NO,
home decor stress levels,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/what-is-the-3-5-7-rule-in-decorating,,PENDING,KEEP,1489,2.8,50%,72.2,YES,
home decor stress levels,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/do-beige-and-grey-go-together-heres-how-to-make-it-work,,PENDING,LINK,1362,4.3,50%,70.7,NO,
home decor stress levels,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/what-colour-goes-with-grey-walls-essential-tips,,PENDING,LINK,728,5,50%,70,NO,
home decor stress levels,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/moisture-resistant-restroom-wall-art-what-actually-works,,PENDING,LINK,538,5.8,50%,69.2,NO,
home decor stress levels,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/old-money-style-interiors-classic-design-trends,,PENDING,LINK,299,6.4,50%,68.6,NO,
french wall decor,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/what-is-the-3-5-7-rule-in-decorating,,PENDING,KEEP,1489,2.8,67%,80.5,YES,
french wall decor,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/do-beige-and-grey-go-together-heres-how-to-make-it-work,,PENDING,LINK,1362,4.3,67%,79.1,NO,
french wall decor,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/what-colour-goes-with-grey-walls-essential-tips,,PENDING,LINK,728,5,67%,78.3,NO,
french wall decor,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/moisture-resistant-restroom-wall-art-what-actually-works,,PENDING,LINK,538,5.8,67%,77.5,NO,
french wall decor,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/old-money-style-interiors-classic-design-trends,,PENDING,LINK,299,6.4,67%,77,NO,
wall art definition,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/what-is-the-3-5-7-rule-in-decorating,,PENDING,KEEP,1489,2.8,67%,80.5,YES,
wall art definition,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/do-beige-and-grey-go-together-heres-how-to-make-it-work,,PENDING,LINK,1362,4.3,67%,79.1,NO,
wall art definition,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/what-colour-goes-with-grey-walls-essential-tips,,PENDING,LINK,728,5,67%,78.3,NO,
wall art definition,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/moisture-resistant-restroom-wall-art-what-actually-works,,PENDING,LINK,538,5.8,67%,77.5,NO,
wall art definition,https://aboutwallart.com/pages/write-for-us,,PENDING,LINK,496,11.1,67%,72.2,NO,
different types of wall art,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/what-is-the-3-5-7-rule-in-decorating,,PENDING,KEEP,1489,2.8,50%,72.2,YES,
different types of wall art,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/do-beige-and-grey-go-together-heres-how-to-make-it-work,,PENDING,LINK,1362,4.3,50%,70.7,NO,
different types of wall art,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/what-colour-goes-with-grey-walls-essential-tips,,PENDING,LINK,728,5,50%,70,NO,
different types of wall art,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/moisture-resistant-restroom-wall-art-what-actually-works,,PENDING,LINK,538,5.8,50%,69.2,NO,
different types of wall art,https://aboutwallart.com/pages/write-for-us,,PENDING,LINK,496,11.1,50%,63.9,NO,
old money style living room,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/old-money-style-interiors-classic-design-trends,,PENDING,KEEP,299,6.4,60%,73.6,YES,
old money style living room,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/farmhouse-living-room-ideas-for-cosy-rustic-style,,PENDING,LINK,8,10.5,60%,41.9,NO,
wall art for grey walls living room,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/choosing-the-right-art-for-grey-walls,,PENDING,KEEP,213,5.7,71%,80,YES,
wall art for grey walls living room,https://aboutwallart.com/collections/framed-wall-pictures-for-living-room,,PENDING,LINK,198,7.8,71%,77.9,NO,
wall art for grey walls living room,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/what-colour-goes-with-grey-walls-essential-tips,,PENDING,LINK,728,5,57%,73.6,NO,
wall art for grey walls living room,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/stylish-behind-toilet-decor-5-ideas-to-transform-your-small-bathroom,,PENDING,LINK,242,5.3,57%,73.2,NO,
wall art for grey walls living room,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/bathroom-art-ideas-to-transform-your-bathroom-into-an-oasis,,PENDING,LINK,225,8.4,57%,70.1,NO,
decoration islamic,https://aboutwallart.com/collections/wall-islamic-art,,PENDING,KEEP,102,11.4,50%,63.6,YES,
decoration islamic,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/top-5-islamic-art-wall-ideas-revealed,,PENDING,LINK,19,7.3,50%,43.5,NO,
decoration islamic,https://aboutwallart.com/products/islamic-wall-art-in-the-uk-set-of-2-wall-art-prints,,PENDING,LINK,18,7,50%,43.4,NO,
decoration islamic,https://aboutwallart.com/products/islamic-wall-art-with-frame-for-living-room-set-of-3-prints,,PENDING,LINK,13,6.5,50%,42.4,NO,
decoration islamic,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/dive-into-the-rich-history-of-islamic-calligraphy-wall-art,,PENDING,LINK,11,7.3,50%,41,NO,
colour symbolism,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/what-colour-goes-with-grey-walls-essential-tips,,PENDING,KEEP,728,5,50%,70,YES,
colour symbolism,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/cherry-blossom-art-japan-understanding-the-deep-symbolism,,PENDING,LINK,114,6.4,50%,68.6,NO,
colour symbolism,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/understanding-art-color-meaning-emotions-symbolism,,PENDING,LINK,138,7.3,50%,67.8,NO,
colour symbolism,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/wall-art-pictures-for-living-room-grounded-neutral-colours,,PENDING,LINK,17,7.5,50%,42.6,NO,
colour symbolism,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/how-to-decorate-with-greige-colours-the-blend-of-grey-beige,,PENDING,LINK,21,8.8,50%,42.5,NO,
decoration islamique,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/never-too-small-wall-decoration-office-ideas-for-apartments,,PENDING,KEEP,7,7.3,50%,39.8,YES,
decoration islamique,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/creative-toilet-decorations-to-elevate-your-small-bathroom,,PENDING,LINK,7,7.4,50%,39.7,NO,
pictures for a living room wall,https://aboutwallart.com/collections/framed-wall-pictures-for-living-room,,PENDING,KEEP,198,7.8,100%,92.2,YES,
pictures for a living room wall,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/stylish-behind-toilet-decor-5-ideas-to-transform-your-small-bathroom,,PENDING,LINK,242,5.3,60%,74.7,NO,
pictures for a living room wall,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/bathroom-art-ideas-to-transform-your-bathroom-into-an-oasis,,PENDING,LINK,225,8.4,60%,71.6,NO,
pictures for a living room wall,https://aboutwallart.com/products/floral-large-wall-prints-for-a-living-room-set-of-3-wall-art-prints,,PENDING,REPURPOSE,64,9.1,80%,70.1,NO,
pictures for a living room wall,https://aboutwallart.com/products/large-living-room-pictures-set-of-3-wall-art-prints,,PENDING,REPURPOSE,47,6.6,80%,67.5,NO,
old money style furniture,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/old-money-style-interiors-classic-design-trends,,PENDING,KEEP,299,6.4,75%,81.1,YES,
old money style furniture,https://aboutwallart.com/pages/old-money-home-decor,,PENDING,LINK,26,7.6,50%,45.2,NO,
types of wall art styles,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/what-is-the-3-5-7-rule-in-decorating,,PENDING,KEEP,1489,2.8,50%,72.2,YES,
types of wall art styles,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/do-beige-and-grey-go-together-heres-how-to-make-it-work,,PENDING,LINK,1362,4.3,50%,70.7,NO,
types of wall art styles,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/what-colour-goes-with-grey-walls-essential-tips,,PENDING,LINK,728,5,50%,70,NO,
types of wall art styles,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/moisture-resistant-restroom-wall-art-what-actually-works,,PENDING,LINK,538,5.8,50%,69.2,NO,
types of wall art styles,https://aboutwallart.com/pages/write-for-us,,PENDING,LINK,496,11.1,50%,63.9,NO,
large wall art for high ceilings,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/wall-art-for-high-ceilings-7-creative-ideas,,PENDING,KEEP,288,6.4,83%,85.3,YES,
large wall art for high ceilings,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/stylish-behind-toilet-decor-5-ideas-to-transform-your-small-bathroom,,PENDING,LINK,242,5.3,50%,69.7,NO,
large wall art for high ceilings,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/choosing-the-right-art-for-grey-walls,,PENDING,LINK,213,5.7,50%,69.3,NO,
large wall art for high ceilings,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/bathroom-art-ideas-to-transform-your-bathroom-into-an-oasis,,PENDING,LINK,225,8.4,50%,66.6,NO,
large wall art for high ceilings,https://aboutwallart.com/pages/write-for-us,,PENDING,LINK,496,11.1,50%,63.9,NO,
write for us + interior design,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/old-money-style-interiors-classic-design-trends,,PENDING,KEEP,299,6.4,50%,68.6,YES,
write for us + interior design,https://aboutwallart.com/pages/write-for-us,,PENDING,LINK,496,11.1,50%,63.9,NO,
write for us + interior design,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/asian-home-decor-ideas-for-tranquil-nature-led-interiors,,PENDING,LINK,66,8.6,50%,56.2,NO,
write for us + interior design,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/understanding-art-in-interior-design,,PENDING,LINK,34,10,50%,45.2,NO,
write for us + interior design,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/kitchen-wall-art-expert-interior-design-tips-trends-2026,,PENDING,LINK,15,5.9,50%,43.6,NO,
bathroom safe art,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/stylish-behind-toilet-decor-5-ideas-to-transform-your-small-bathroom,,PENDING,KEEP,242,5.3,67%,78,YES,
bathroom safe art,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/decorating-above-toilet-stylish-ideas-to-elevate-your-bathroom,,PENDING,LINK,139,6.5,67%,76.8,NO,
bathroom safe art,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/bathroom-art-ideas-to-transform-your-bathroom-into-an-oasis,,PENDING,LINK,225,8.4,67%,74.9,NO,
bathroom safe art,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/bathroom-wall-decor-ideas-for-spa-like-spaces,,PENDING,LINK,26,8.1,67%,53.1,NO,
bathroom safe art,https://aboutwallart.com/collections/bathroom-decor-for-walls?page=2,,PENDING,LINK,26,10.8,67%,50.3,NO,
colour and emotion in art,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/understanding-art-color-meaning-emotions-symbolism,,PENDING,KEEP,138,7.3,75%,80.3,YES,
colour and emotion in art,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/do-beige-and-grey-go-together-heres-how-to-make-it-work,,PENDING,LINK,1362,4.3,50%,70.7,NO,
colour and emotion in art,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/what-colour-goes-with-grey-walls-essential-tips,,PENDING,LINK,728,5,50%,70,NO,
colour and emotion in art,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/cherry-blossom-art-japan-understanding-the-deep-symbolism,,PENDING,LINK,114,6.4,50%,68.6,NO,
colour and emotion in art,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/how-to-mix-and-blend-different-art-style-types,,PENDING,LINK,107,7.7,50%,67.3,NO,
modern living room ideas,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/stylish-behind-toilet-decor-5-ideas-to-transform-your-small-bathroom,,PENDING,KEEP,242,5.3,50%,69.7,YES,
modern living room ideas,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/decorating-above-toilet-stylish-ideas-to-elevate-your-bathroom,,PENDING,LINK,139,6.5,50%,68.5,NO,
modern living room ideas,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/masculine-home-decor-stylish-ideas-to-elevate-any-modern-space,,PENDING,LINK,145,7.2,50%,67.8,NO,
modern living room ideas,https://aboutwallart.com/collections/framed-wall-pictures-for-living-room,,PENDING,LINK,198,7.8,50%,67.2,NO,
modern living room ideas,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/bathroom-art-ideas-to-transform-your-bathroom-into-an-oasis,,PENDING,LINK,225,8.4,50%,66.6,NO,
what paint colour goes with grey,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/what-colour-goes-with-grey-walls-essential-tips,,PENDING,KEEP,728,5,83%,86.7,YES,
what paint colour goes with grey,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/how-to-decorate-with-greige-colours-the-blend-of-grey-beige,,PENDING,LINK,21,8.8,50%,42.5,NO,
interior design for living room,https://aboutwallart.com/collections/framed-wall-pictures-for-living-room,,PENDING,KEEP,198,7.8,60%,72.2,YES,
interior design for living room,https://aboutwallart.com/products/floral-large-wall-prints-for-a-living-room-set-of-3-wall-art-prints,,PENDING,LINK,64,9.1,60%,60.1,NO,
interior design for living room,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/canvas-paintings-for-living-room,,PENDING,LINK,43,9.4,60%,53.5,NO,
interior design for living room,https://aboutwallart.com/products/wall-art-for-large-living-room-wall-set-of-3-floral-wall-art-prints,,PENDING,LINK,30,8.2,60%,50.8,NO,
interior design for living room,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/how-i-used-canvas-pictures-for-living-rooms,,PENDING,LINK,20,9,60%,47,NO,
old money apartment decor,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/old-money-style-interiors-classic-design-trends,,PENDING,KEEP,299,6.4,75%,81.1,YES,
old money apartment decor,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/small-studio-apartment-decor-10-genius-tips-and-hacks,,PENDING,LINK,98,7.2,50%,67.2,NO,
old money apartment decor,https://aboutwallart.com/pages/old-money-home-decor,,PENDING,LINK,26,7.6,75%,57.7,NO,
old money apartment decor,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/bold-vs-muted-color-trends,,PENDING,LINK,13,6.6,50%,42.3,NO,
old money apartment decor,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/first-apartment-essentials-ultimate-guide,,PENDING,LINK,30,12.4,50%,41.6,NO,
house beautiful,https://aboutwallart.com/products/modern-beach-house-decor-set-of-3-wall-art-prints,,PENDING,KEEP,10,6.6,50%,41.4,YES,
house beautiful,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/from-blank-to-beautiful-gallery-wall-ideas-for-huge-walls,,PENDING,LINK,14,7.9,50%,41.3,NO,
house beautiful,https://aboutwallart.com/products/farmhouse-decor-bedroom-set-of-3-wall-art-prints,,PENDING,LINK,10,8.5,50%,39.5,NO,
house beautiful,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/farmhouse-living-room-ideas-for-cosy-rustic-style,,PENDING,LINK,8,10.5,50%,36.9,NO,
house beautiful,https://aboutwallart.com/collections/farmhouse-wall-art,,PENDING,REDIRECT,7,15.8,50%,31.3,NO,
home decor guest post,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/what-is-the-3-5-7-rule-in-decorating,,PENDING,KEEP,1489,2.8,50%,72.2,YES,
home decor guest post,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/do-beige-and-grey-go-together-heres-how-to-make-it-work,,PENDING,LINK,1362,4.3,50%,70.7,NO,
home decor guest post,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/what-colour-goes-with-grey-walls-essential-tips,,PENDING,LINK,728,5,50%,70,NO,
home decor guest post,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/moisture-resistant-restroom-wall-art-what-actually-works,,PENDING,LINK,538,5.8,50%,69.2,NO,
home decor guest post,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/old-money-style-interiors-classic-design-trends,,PENDING,LINK,299,6.4,50%,68.6,NO,
japanese wall art set of 3,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/what-is-the-3-5-7-rule-in-decorating,,PENDING,KEEP,1489,2.8,50%,72.2,YES,
japanese wall art set of 3,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/do-beige-and-grey-go-together-heres-how-to-make-it-work,,PENDING,LINK,1362,4.3,50%,70.7,NO,
japanese wall art set of 3,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/what-colour-goes-with-grey-walls-essential-tips,,PENDING,LINK,728,5,50%,70,NO,
japanese wall art set of 3,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/moisture-resistant-restroom-wall-art-what-actually-works,,PENDING,LINK,538,5.8,50%,69.2,NO,
japanese wall art set of 3,https://aboutwallart.com/pages/write-for-us,,PENDING,LINK,496,11.1,50%,63.9,NO,
color and emotion in art,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/understanding-art-color-meaning-emotions-symbolism,,PENDING,KEEP,138,7.3,100%,92.8,YES,
color and emotion in art,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/do-beige-and-grey-go-together-heres-how-to-make-it-work,,PENDING,LINK,1362,4.3,50%,70.7,NO,
color and emotion in art,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/cherry-blossom-art-japan-understanding-the-deep-symbolism,,PENDING,LINK,114,6.4,50%,68.6,NO,
color and emotion in art,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/how-to-mix-and-blend-different-art-style-types,,PENDING,LINK,107,7.7,50%,67.3,NO,
color and emotion in art,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/small-studio-apartment-decor-10-genius-tips-and-hacks,,PENDING,LINK,98,7.2,50%,67.2,NO,
wall art ideas for bedroom,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/stylish-behind-toilet-decor-5-ideas-to-transform-your-small-bathroom,,DONE,LOCKED_TO_OTHER_KEYWORD,242,5.3,80%,84.7,YES,
wall art ideas for bedroom,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/wall-art-for-high-ceilings-7-creative-ideas,,DONE,REPURPOSE,288,6.4,80%,83.6,NO,
wall art ideas for bedroom,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/bathroom-art-ideas-to-transform-your-bathroom-into-an-oasis,,DONE,LOCKED_TO_OTHER_KEYWORD,225,8.4,80%,81.6,NO,
wall art ideas for bedroom,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/choosing-the-right-art-for-grey-walls,,DONE,LINK,213,5.7,60%,74.3,NO,
wall art ideas for bedroom,https://aboutwallart.com/pages/write-for-us,,DONE,LINK,496,11.1,60%,68.9,NO,
black and white wall decor,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/do-beige-and-grey-go-together-heres-how-to-make-it-work,,PENDING,LINK,1362,4.3,60%,75.7,YES,
black and white wall decor,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/cherry-blossom-art-japan-understanding-the-deep-symbolism,,PENDING,LINK,114,6.4,60%,73.6,NO,
black and white wall decor,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/understanding-art-color-meaning-emotions-symbolism,,PENDING,LINK,138,7.3,60%,72.8,NO,
black and white wall decor,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/how-to-mix-and-blend-different-art-style-types,,PENDING,LINK,107,7.7,60%,72.3,NO,
black and white wall decor,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/small-studio-apartment-decor-10-genius-tips-and-hacks,,PENDING,LINK,98,7.2,60%,72.2,NO,
wall art ideas,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/what-is-the-3-5-7-rule-in-decorating,,PENDING,KEEP,1489,2.8,67%,80.5,YES,
wall art ideas,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/do-beige-and-grey-go-together-heres-how-to-make-it-work,,PENDING,LINK,1362,4.3,67%,79.1,NO,
wall art ideas,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/what-colour-goes-with-grey-walls-essential-tips,,PENDING,LINK,728,5,67%,78.3,NO,
wall art ideas,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/moisture-resistant-restroom-wall-art-what-actually-works,,PENDING,LINK,538,5.8,67%,77.5,NO,
wall art ideas,https://aboutwallart.com/pages/write-for-us,,PENDING,LINK,496,11.1,67%,72.2,NO,
office art,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/what-is-the-3-5-7-rule-in-decorating,,PENDING,KEEP,1489,2.8,50%,72.2,YES,
office art,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/do-beige-and-grey-go-together-heres-how-to-make-it-work,,PENDING,LINK,1362,4.3,50%,70.7,NO,
office art,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/what-colour-goes-with-grey-walls-essential-tips,,PENDING,LINK,728,5,50%,70,NO,
office art,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/moisture-resistant-restroom-wall-art-what-actually-works,,PENDING,LINK,538,5.8,50%,69.2,NO,
office art,https://aboutwallart.com/pages/write-for-us,,PENDING,LINK,496,11.1,50%,63.9,NO,
what colors go with grey,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/what-colour-goes-with-grey-walls-essential-tips,,PENDING,KEEP,728,5,75%,82.5,YES,
what colors go with grey,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/colors-that-go-with-grey-perfect-combinations-for-home-decor,,PENDING,LINK,12,13.1,75%,48.1,NO,
what colors go with grey,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/what-to-do-when-your-home-lacks-natural-light-decorate-with-living-room-wall-hangings,,PENDING,LINK,30,8.4,50%,45.6,NO,
what colors go with grey,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/how-to-decorate-with-greige-colours-the-blend-of-grey-beige,,PENDING,LINK,21,8.8,50%,42.5,NO,
prints for living room,https://aboutwallart.com/products/floral-large-wall-prints-for-a-living-room-set-of-3-wall-art-prints,,PENDING,KEEP,64,9.1,100%,80.1,YES,
prints for living room,https://aboutwallart.com/collections/framed-wall-pictures-for-living-room,,PENDING,LINK,198,7.8,75%,79.7,NO,
prints for living room,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/stylish-behind-toilet-decor-5-ideas-to-transform-your-small-bathroom,,PENDING,LINK,242,5.3,50%,69.7,NO,
prints for living room,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/bathroom-art-ideas-to-transform-your-bathroom-into-an-oasis,,PENDING,LINK,225,8.4,50%,66.6,NO,
prints for living room,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/transforming-spaces-the-power-of-japan-prints-and-feng-shui,,PENDING,LINK,64,7.8,50%,56.4,NO,
office wall decor,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/what-is-the-3-5-7-rule-in-decorating,,PENDING,KEEP,1489,2.8,67%,80.5,YES,
office wall decor,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/do-beige-and-grey-go-together-heres-how-to-make-it-work,,PENDING,LINK,1362,4.3,67%,79.1,NO,
office wall decor,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/what-colour-goes-with-grey-walls-essential-tips,,PENDING,LINK,728,5,67%,78.3,NO,
office wall decor,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/moisture-resistant-restroom-wall-art-what-actually-works,,PENDING,LINK,538,5.8,67%,77.5,NO,
office wall decor,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/old-money-style-interiors-classic-design-trends,,PENDING,LINK,299,6.4,67%,77,NO,
bathroom wall decor ideas,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/what-is-the-3-5-7-rule-in-decorating,,PENDING,KEEP,1489,2.8,50%,72.2,YES,
bathroom wall decor ideas,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/do-beige-and-grey-go-together-heres-how-to-make-it-work,,PENDING,LINK,1362,4.3,50%,70.7,NO,
bathroom wall decor ideas,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/what-colour-goes-with-grey-walls-essential-tips,,PENDING,LINK,728,5,50%,70,NO,
bathroom wall decor ideas,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/moisture-resistant-restroom-wall-art-what-actually-works,,PENDING,LINK,538,5.8,50%,69.2,NO,
bathroom wall decor ideas,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/old-money-style-interiors-classic-design-trends,,PENDING,LINK,299,6.4,50%,68.6,NO,
decorating,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/what-is-the-3-5-7-rule-in-decorating,,PENDING,KEEP,1489,2.8,100%,97.2,YES,
decorating,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/decorating-above-toilet-stylish-ideas-to-elevate-your-bathroom,,PENDING,REPURPOSE,139,6.5,100%,93.5,NO,
decorating,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/my-guide-to-the-top-interior-decorating-trends-2026,,DONE,LOCKED_TO_OTHER_KEYWORD,101,7.7,100%,92.3,NO,
decorating,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/stylish-powder-room-bathroom-decorating-ideas-to-elevate-your-space,,PENDING,LINK,19,8.3,100%,67.4,NO,
